id,metodo,caminho,rota,statusCode,duracaoMs,iniciadoEm,finalizadoEm,ip,userAgent,createdAt
cmpjx8znx00bgw2rwfce9pjee,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,18.51,"2026-05-24 15:17:52.632","2026-05-24 15:17:52.651",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.653"
cmpjx8zo700bhw2rwqsr5z6mu,GET,/api/v1/etapas,/api/v1/etapas/,200,7.2,"2026-05-24 15:17:52.654","2026-05-24 15:17:52.661",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.664"
cmpjx8zoe00biw2rw4lajyzi8,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,4.53,"2026-05-24 15:17:52.663","2026-05-24 15:17:52.667",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.670"
cmpjx8zok00bjw2rwm6rq11oe,GET,/api/v1/pecas,/api/v1/pecas/,200,5.09,"2026-05-24 15:17:52.669","2026-05-24 15:17:52.674",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.677"
cmpjx8zor00bkw2rw5mfhlhm9,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.6,"2026-05-24 15:17:52.676","2026-05-24 15:17:52.680",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.683"
cmpjx8zow00blw2rw0px9v5jt,GET,/api/v1/testes,/api/v1/testes/,200,4.23,"2026-05-24 15:17:52.682","2026-05-24 15:17:52.686",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.689"
cmpjx8zpb00bmw2rwmomjt9mi,POST,/api/v1/pecas,/api/v1/pecas/,201,10.55,"2026-05-24 15:17:52.689","2026-05-24 15:17:52.700",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.703"
cmpjx8zpm00bnw2rwwqkqixo6,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,9.03,"2026-05-24 15:17:52.703","2026-05-24 15:17:52.712",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.715"
cmpjx8zpr00bow2rwyj6mv6te,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.75,"2026-05-24 15:17:52.713","2026-05-24 15:17:52.716",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.719"
cmpjx8zq200bpw2rw5w4i2dk6,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,9.5,"2026-05-24 15:17:52.718","2026-05-24 15:17:52.728",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.731"
cmpjx8zqh00bqw2rwm922689q,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,23.02,"2026-05-24 15:17:52.720","2026-05-24 15:17:52.743",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.746"
cmpjx8zr200brw2rwfxuh83bo,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,26.63,"2026-05-24 15:17:52.737","2026-05-24 15:17:52.764",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.767"
cmpjx8zr600bsw2rw1igglg5e,GET,/api/v1/etapas,/api/v1/etapas/,200,16.11,"2026-05-24 15:17:52.751","2026-05-24 15:17:52.767",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.770"
cmpjx8zre00btw2rwvoalfv5i,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,5.35,"2026-05-24 15:17:52.770","2026-05-24 15:17:52.776",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.779"
cmpjx8zri00buw2rwi5mqz0g5,GET,/api/v1/etapas,/api/v1/etapas/,200,10.33,"2026-05-24 15:17:52.769","2026-05-24 15:17:52.780",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.783"
cmpjx8zrr00bvw2rw436ychea,GET,/api/v1/pecas,/api/v1/pecas/,200,6.77,"2026-05-24 15:17:52.782","2026-05-24 15:17:52.788",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.791"
cmpjx8zru00bww2rwo2gs4s2t,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,8.25,"2026-05-24 15:17:52.783","2026-05-24 15:17:52.791",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.794"
cmpjx8zs100bxw2rwnkifbe9v,GET,/api/v1/relatorios,/api/v1/relatorios/,200,5.42,"2026-05-24 15:17:52.793","2026-05-24 15:17:52.799",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.801"
cmpjx8zs400byw2rw8u9gollu,GET,/api/v1/pecas,/api/v1/pecas/,200,8.02,"2026-05-24 15:17:52.794","2026-05-24 15:17:52.802",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.805"
cmpjx8zsb00bzw2rwhc4vx28i,GET,/api/v1/testes,/api/v1/testes/,200,5.37,"2026-05-24 15:17:52.804","2026-05-24 15:17:52.809",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.812"
cmpjx8zsf00c0w2rw6joomdwm,GET,/api/v1/relatorios,/api/v1/relatorios/,200,7.67,"2026-05-24 15:17:52.805","2026-05-24 15:17:52.813",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.815"
cmpjx8zso00c1w2rwaeh8kzh7,GET,/api/v1/testes,/api/v1/testes/,200,4.63,"2026-05-24 15:17:52.817","2026-05-24 15:17:52.822",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.825"
cmpjx8zt000c2w2rwayx84fwa,POST,/api/v1/pecas,/api/v1/pecas/,201,18.28,"2026-05-24 15:17:52.815","2026-05-24 15:17:52.834",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.836"
cmpjx8zt400c3w2rwd8boovte,POST,/api/v1/pecas,/api/v1/pecas/,400,13.12,"2026-05-24 15:17:52.825","2026-05-24 15:17:52.838",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.841"
cmpjx8ztb00c4w2rwogbm9jrd,PATCH,/api/v1/pecas/ID_NAO_ENCONTRADO,/api/v1/pecas/:id,404,3.15,"2026-05-24 15:17:52.842","2026-05-24 15:17:52.845",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.848"
cmpjx8ztg00c5w2rwlg72h3ow,GET,/api/v1/pecas/ID_NAO_ENCONTRADO,/api/v1/pecas/:id,404,2.76,"2026-05-24 15:17:52.847","2026-05-24 15:17:52.849",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.852"
cmpjx8ztl00c6w2rwa0znvoz7,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,14.11,"2026-05-24 15:17:52.840","2026-05-24 15:17:52.854",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.857"
cmpjx8ztp00c7w2rw9dfn7db4,DELETE,/api/v1/pecas/ID_NAO_ENCONTRADO,/api/v1/pecas/:id,404,7.61,"2026-05-24 15:17:52.851","2026-05-24 15:17:52.859",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.861"
cmpjx8ztt00c8w2rwehfiwe9m,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.95,"2026-05-24 15:17:52.860","2026-05-24 15:17:52.863",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.866"
cmpjx8zud00c9w2rwlj37nqrh,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,21.33,"2026-05-24 15:17:52.861","2026-05-24 15:17:52.882",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.885"
cmpjx8zuf00caw2rwx9tm8wf9,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,14.37,"2026-05-24 15:17:52.870","2026-05-24 15:17:52.885",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.887"
cmpjx8zuu00cbw2rw7abqqyr7,GET,/api/v1/etapas,/api/v1/etapas/,200,13.68,"2026-05-24 15:17:52.886","2026-05-24 15:17:52.900",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.903"
cmpjx8zv900ccw2rwh7yq6m7d,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,25.32,"2026-05-24 15:17:52.889","2026-05-24 15:17:52.914",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.917"
cmpjx8zvd00cdw2rw2vr02gdn,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,9.9,"2026-05-24 15:17:52.909","2026-05-24 15:17:52.918",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.921"
cmpjx8zvp00cew2rwq2xu4hoj,GET,/api/v1/pecas,/api/v1/pecas/,200,7.5,"2026-05-24 15:17:52.922","2026-05-24 15:17:52.930",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.933"
cmpjx8zvw00cfw2rwkrvu1nva,GET,/api/v1/etapas,/api/v1/etapas/,200,16.81,"2026-05-24 15:17:52.921","2026-05-24 15:17:52.937",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.940"
cmpjx8zwc00cgw2rw2vi8pzts,GET,/api/v1/relatorios,/api/v1/relatorios/,200,14.71,"2026-05-24 15:17:52.939","2026-05-24 15:17:52.954",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.957"
cmpjx8zwj00chw2rwevr3pmsg,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,11.94,"2026-05-24 15:17:52.949","2026-05-24 15:17:52.961",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.964"
cmpjx8zwr00ciw2rw11leky95,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,36.61,"2026-05-24 15:17:52.933","2026-05-24 15:17:52.969",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.972"
cmpjx8zx100cjw2rwarr125bt,GET,/api/v1/testes,/api/v1/testes/,200,6.54,"2026-05-24 15:17:52.971","2026-05-24 15:17:52.978",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.981"
cmpjx8zx600ckw2rwzfe9bw6i,GET,/api/v1/pecas,/api/v1/pecas/,200,9.71,"2026-05-24 15:17:52.973","2026-05-24 15:17:52.983",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.986"
cmpjx8zxa00clw2rwl54il7sl,GET,/api/v1/etapas,/api/v1/etapas/,200,13.51,"2026-05-24 15:17:52.975","2026-05-24 15:17:52.988",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.991"
cmpjx8zxg00cmw2rwqz521wo8,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.44,"2026-05-24 15:17:52.989","2026-05-24 15:17:52.994",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.996"
cmpjx8zxj00cnw2rw5oq7mts3,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,4.47,"2026-05-24 15:17:52.992","2026-05-24 15:17:52.997",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:52.999"
cmpjx8zxo00cow2rw0rxso9mf,GET,/api/v1/testes,/api/v1/testes/,200,3.89,"2026-05-24 15:17:52.998","2026-05-24 15:17:53.002",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.005"
cmpjx8zxr00cpw2rwg9ip4ikb,GET,/api/v1/pecas,/api/v1/pecas/,200,5.14,"2026-05-24 15:17:53.000","2026-05-24 15:17:53.005",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.007"
cmpjx8zxt00cqw2rwwm3fow4x,POST,/api/v1/pecas,/api/v1/pecas/,201,20.79,"2026-05-24 15:17:52.986","2026-05-24 15:17:53.007",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.009"
cmpjx8zxy00crw2rwv0y4z167,GET,/api/v1/relatorios,/api/v1/relatorios/,200,3.12,"2026-05-24 15:17:53.010","2026-05-24 15:17:53.013",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.015"
cmpjx8zy400csw2rwpfb07n4h,GET,/api/v1/testes,/api/v1/testes/,200,3.67,"2026-05-24 15:17:53.015","2026-05-24 15:17:53.018",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.021"
cmpjx8zy600ctw2rwr0j7tvc2,POST,/api/v1/pecas,/api/v1/pecas/,201,11.29,"2026-05-24 15:17:53.009","2026-05-24 15:17:53.020",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.022"
cmpjx8zy900cuw2rw22h2sfit,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,12.55,"2026-05-24 15:17:53.011","2026-05-24 15:17:53.023",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.026"
cmpjx8zyh00cvw2rwibvio093,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,5,"2026-05-24 15:17:53.026","2026-05-24 15:17:53.031",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.034"
cmpjx8zyk00cww2rwct5k56x1,POST,/api/v1/pecas,/api/v1/pecas/,201,12.37,"2026-05-24 15:17:53.022","2026-05-24 15:17:53.034",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.036"
cmpjx8zyl00cxw2rwvx50a9dl,PATCH,/api/v1/pecas/22,/api/v1/pecas/:id,200,10.71,"2026-05-24 15:17:53.025","2026-05-24 15:17:53.035",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.038"
cmpjx8zyq00cyw2rw4m6x9z43,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.95,"2026-05-24 15:17:53.033","2026-05-24 15:17:53.040",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.042"
cmpjx8zyt00czw2rwlt5rw9mv,GET,/api/v1/pecas/22,/api/v1/pecas/:id,200,3.84,"2026-05-24 15:17:53.039","2026-05-24 15:17:53.042",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.045"
cmpjx8zz000d0w2rwin295g10,PATCH,/api/v1/pecas/23,/api/v1/pecas/:id,200,12.66,"2026-05-24 15:17:53.037","2026-05-24 15:17:53.050",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.052"
cmpjx8zz700d1w2rwm48se7zi,DELETE,/api/v1/pecas/22,/api/v1/pecas/:id,204,11.74,"2026-05-24 15:17:53.045","2026-05-24 15:17:53.057",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.059"
cmpjx8zze00d2w2rwu7f9lawv,GET,/api/v1/pecas/23,/api/v1/pecas/:id,200,5.57,"2026-05-24 15:17:53.058","2026-05-24 15:17:53.064",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.066"
cmpjx8zzp00d3w2rworls6hwu,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,30.95,"2026-05-24 15:17:53.044","2026-05-24 15:17:53.075",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.078"
cmpjx8zzx00d4w2rw68u6i8kn,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,21.55,"2026-05-24 15:17:53.062","2026-05-24 15:17:53.083",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.086"
cmpjx900100d5w2rwqqdxgxhu,DELETE,/api/v1/pecas/23,/api/v1/pecas/:id,204,14.18,"2026-05-24 15:17:53.072","2026-05-24 15:17:53.086",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.089"
cmpjx900b00d6w2rwjiplljsk,GET,/api/v1/etapas,/api/v1/etapas/,200,12.04,"2026-05-24 15:17:53.085","2026-05-24 15:17:53.097",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.099"
cmpjx900f00d7w2rw8xavg6w1,GET,/api/v1/etapas,/api/v1/etapas/,200,11.31,"2026-05-24 15:17:53.089","2026-05-24 15:17:53.100",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.103"
cmpjx900x00d8w2rw4es414j1,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,11.86,"2026-05-24 15:17:53.106","2026-05-24 15:17:53.118",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.121"
cmpjx901400d9w2rwpz09e0mg,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,33.69,"2026-05-24 15:17:53.092","2026-05-24 15:17:53.126",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.129"
cmpjx901800daw2rw1i0azr5x,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,21.38,"2026-05-24 15:17:53.108","2026-05-24 15:17:53.129",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.132"
cmpjx901f00dbw2rwyt2kh55n,GET,/api/v1/pecas,/api/v1/pecas/,200,6.68,"2026-05-24 15:17:53.131","2026-05-24 15:17:53.138",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.140"
cmpjx901i00dcw2rwbnybvaqc,GET,/api/v1/etapas,/api/v1/etapas/,200,8.01,"2026-05-24 15:17:53.132","2026-05-24 15:17:53.140",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.142"
cmpjx901k00ddw2rwf3pl1q4b,GET,/api/v1/pecas,/api/v1/pecas/,200,8.93,"2026-05-24 15:17:53.133","2026-05-24 15:17:53.142",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.144"
cmpjx902000dew2rwwxz82284,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,23,"2026-05-24 15:17:53.135","2026-05-24 15:17:53.158",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.160"
cmpjx902200dfw2rwosnru4wo,GET,/api/v1/relatorios,/api/v1/relatorios/,200,13.21,"2026-05-24 15:17:53.147","2026-05-24 15:17:53.160",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.163"
cmpjx902500dgw2rw2c2r4q97,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,14.06,"2026-05-24 15:17:53.148","2026-05-24 15:17:53.163",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.165"
cmpjx902800dhw2rwkkxbqvc5,GET,/api/v1/relatorios,/api/v1/relatorios/,200,15.48,"2026-05-24 15:17:53.150","2026-05-24 15:17:53.165",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.168"
cmpjx902g00diw2rw40y04x8y,GET,/api/v1/testes,/api/v1/testes/,200,3.72,"2026-05-24 15:17:53.170","2026-05-24 15:17:53.174",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.176"
cmpjx902i00djw2rw8sodhsxy,GET,/api/v1/pecas,/api/v1/pecas/,200,5.13,"2026-05-24 15:17:53.171","2026-05-24 15:17:53.176",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.179"
cmpjx902l00dkw2rwgy9a275g,GET,/api/v1/etapas,/api/v1/etapas/,200,9.69,"2026-05-24 15:17:53.169","2026-05-24 15:17:53.179",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.182"
cmpjx902o00dlw2rw0vrev3q4,GET,/api/v1/testes,/api/v1/testes/,200,9.71,"2026-05-24 15:17:53.172","2026-05-24 15:17:53.182",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.184"
cmpjx902v00dmw2rw3l39xv3j,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.55,"2026-05-24 15:17:53.184","2026-05-24 15:17:53.189",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.191"
cmpjx902x00dnw2rwxnu8i08m,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,5.38,"2026-05-24 15:17:53.185","2026-05-24 15:17:53.190",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.193"
cmpjx903400dow2rwbjtj2i9b,GET,/api/v1/testes,/api/v1/testes/,200,3.5,"2026-05-24 15:17:53.194","2026-05-24 15:17:53.198",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.200"
cmpjx903500dpw2rww6yv99ah,GET,/api/v1/pecas,/api/v1/pecas/,200,4.87,"2026-05-24 15:17:53.195","2026-05-24 15:17:53.200",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.202"
cmpjx903700dqw2rw1u1xui35,POST,/api/v1/pecas,/api/v1/pecas/,201,17.76,"2026-05-24 15:17:53.184","2026-05-24 15:17:53.201",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.204"
cmpjx903d00drw2rw68m6wii1,POST,/api/v1/pecas,/api/v1/pecas/,400,19.92,"2026-05-24 15:17:53.187","2026-05-24 15:17:53.206",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.209"
cmpjx903k00dsw2rwnykphtfa,GET,/api/v1/relatorios,/api/v1/relatorios/,200,5.49,"2026-05-24 15:17:53.208","2026-05-24 15:17:53.213",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.216"
cmpjx903n00dtw2rwnajy55sq,PATCH,/api/v1/pecas/ID_NAO_ENCONTRADO,/api/v1/pecas/:id,404,5.32,"2026-05-24 15:17:53.211","2026-05-24 15:17:53.217",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.219"
cmpjx903t00duw2rwhz8p9iix,GET,/api/v1/testes,/api/v1/testes/,200,4.08,"2026-05-24 15:17:53.218","2026-05-24 15:17:53.222",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:17:53.225"
