id,metodo,caminho,rota,statusCode,duracaoMs,iniciadoEm,finalizadoEm,ip,userAgent,createdAt
cmpjwmnjv0099w2rwr9qflz2y,GET,/api/v1/etapas,/api/v1/etapas/,200,5.7,"2026-05-24 15:00:30.515","2026-05-24 15:00:30.521",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.523"
cmpjwmnk1009aw2rwrt8ltkyz,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.3,"2026-05-24 15:00:30.524","2026-05-24 15:00:30.527",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.530"
cmpjwmnk7009bw2rwng2p4rh9,GET,/api/v1/pecas,/api/v1/pecas/,200,4.24,"2026-05-24 15:00:30.528","2026-05-24 15:00:30.533",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.535"
cmpjwmnkd009cw2rwi10k4wwh,GET,/api/v1/relatorios,/api/v1/relatorios/,200,5.01,"2026-05-24 15:00:30.534","2026-05-24 15:00:30.539",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.542"
cmpjwmnki009dw2rwuts2zc58,GET,/api/v1/testes,/api/v1/testes/,200,3.31,"2026-05-24 15:00:30.540","2026-05-24 15:00:30.544",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.546"
cmpjwmnkw009ew2rwkq2r4pua,POST,/api/v1/pecas,/api/v1/pecas/,201,12.25,"2026-05-24 15:00:30.545","2026-05-24 15:00:30.558",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.560"
cmpjwmnl9009fw2rwfkqlj712,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,11.89,"2026-05-24 15:00:30.559","2026-05-24 15:00:30.571",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.574"
cmpjwmnld009gw2rw0zsm9spj,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.43,"2026-05-24 15:00:30.572","2026-05-24 15:00:30.575",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.577"
cmpjwmnln009hw2rwk3ib1clc,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,7.46,"2026-05-24 15:00:30.577","2026-05-24 15:00:30.584",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.587"
cmpjwmnm4009iw2rwlomoqwqk,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,16.09,"2026-05-24 15:00:30.586","2026-05-24 15:00:30.602",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.604"
cmpjwmnmb009jw2rwegtvdis1,GET,/api/v1/etapas,/api/v1/etapas/,200,5.31,"2026-05-24 15:00:30.603","2026-05-24 15:00:30.609",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.611"
cmpjwmnmh009kw2rwj2j8bpe8,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.54,"2026-05-24 15:00:30.611","2026-05-24 15:00:30.615",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.617"
cmpjwmnmo009lw2rwt9ufgh1m,GET,/api/v1/pecas,/api/v1/pecas/,200,4.95,"2026-05-24 15:00:30.616","2026-05-24 15:00:30.621",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.624"
cmpjwmnmu009mw2rwbwm6vo7z,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.43,"2026-05-24 15:00:30.623","2026-05-24 15:00:30.627",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.630"
cmpjwmnmy009nw2rwbk8ottp1,GET,/api/v1/testes,/api/v1/testes/,200,3.28,"2026-05-24 15:00:30.629","2026-05-24 15:00:30.632",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.635"
cmpjwmnnb009ow2rwj0101aoq,POST,/api/v1/pecas,/api/v1/pecas/,201,11.14,"2026-05-24 15:00:30.634","2026-05-24 15:00:30.645",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.648"
cmpjwmnnm009pw2rw1nv7jofo,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,9.23,"2026-05-24 15:00:30.647","2026-05-24 15:00:30.656",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.659"
cmpjwmnnq009qw2rwrtwpkbl9,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.51,"2026-05-24 15:00:30.658","2026-05-24 15:00:30.660",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.663"
cmpjwmnny009rw2rwd21e4m3m,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.3,"2026-05-24 15:00:30.662","2026-05-24 15:00:30.668",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.671"
cmpjwmnoh009sw2rw040v0hwv,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,16.84,"2026-05-24 15:00:30.670","2026-05-24 15:00:30.686",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.689"
cmpjwmnop009tw2rw2c493y9l,GET,/api/v1/etapas,/api/v1/etapas/,200,6.89,"2026-05-24 15:00:30.688","2026-05-24 15:00:30.695",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.698"
cmpjwmnov009uw2rw96imfxwf,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,4.07,"2026-05-24 15:00:30.697","2026-05-24 15:00:30.701",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.704"
cmpjwmnp2009vw2rwh7ecs0pa,GET,/api/v1/pecas,/api/v1/pecas/,200,4.79,"2026-05-24 15:00:30.702","2026-05-24 15:00:30.707",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.710"
cmpjwmnp7009ww2rwtr1w6ehj,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.25,"2026-05-24 15:00:30.709","2026-05-24 15:00:30.713",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.716"
cmpjwmnpd009xw2rwv0mjdh7j,GET,/api/v1/testes,/api/v1/testes/,200,4.16,"2026-05-24 15:00:30.714","2026-05-24 15:00:30.719",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.721"
cmpjwmnpp009yw2rw1g9waqne,POST,/api/v1/pecas,/api/v1/pecas/,201,10.87,"2026-05-24 15:00:30.721","2026-05-24 15:00:30.731",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.734"
cmpjwmnq0009zw2rw44s5yd0z,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,9.38,"2026-05-24 15:00:30.733","2026-05-24 15:00:30.742",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.745"
cmpjwmnq400a0w2rwe98ib570,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.57,"2026-05-24 15:00:30.744","2026-05-24 15:00:30.746",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.749"
cmpjwmnqc00a1w2rwr3290ijr,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.1,"2026-05-24 15:00:30.748","2026-05-24 15:00:30.754",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.757"
cmpjwmnqu00a2w2rwl9jrr84p,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,15.85,"2026-05-24 15:00:30.756","2026-05-24 15:00:30.771",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.774"
cmpjwmnr500a3w2rwdp9yfrsv,GET,/api/v1/etapas,/api/v1/etapas/,200,8.6,"2026-05-24 15:00:30.773","2026-05-24 15:00:30.782",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.785"
cmpjwmnrf00a4w2rwf1s4n8ta,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.7,"2026-05-24 15:00:30.789","2026-05-24 15:00:30.792",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.795"
cmpjwmnrm00a5w2rwiiaztbk3,GET,/api/v1/pecas,/api/v1/pecas/,200,5.56,"2026-05-24 15:00:30.794","2026-05-24 15:00:30.800",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.803"
cmpjwmnrs00a6w2rwzcxwjuyf,GET,/api/v1/relatorios,/api/v1/relatorios/,200,3.53,"2026-05-24 15:00:30.802","2026-05-24 15:00:30.805",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.808"
cmpjwmnry00a7w2rwcnygbq64,GET,/api/v1/testes,/api/v1/testes/,200,4.38,"2026-05-24 15:00:30.807","2026-05-24 15:00:30.811",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.814"
cmpjwmns900a8w2rw0acy3mdz,POST,/api/v1/pecas,/api/v1/pecas/,201,9.62,"2026-05-24 15:00:30.813","2026-05-24 15:00:30.823",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.825"
cmpjwmnsj00a9w2rw1lvxec21,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,8.37,"2026-05-24 15:00:30.825","2026-05-24 15:00:30.833",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.835"
cmpjwmnso00aaw2rwnn977fa7,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,3.55,"2026-05-24 15:00:30.834","2026-05-24 15:00:30.838",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.840"
cmpjwmnsw00abw2rwwlpplyvw,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.66,"2026-05-24 15:00:30.839","2026-05-24 15:00:30.846",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.849"
cmpjwmnto00acw2rw43ebpkid,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,24.57,"2026-05-24 15:00:30.848","2026-05-24 15:00:30.873",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.876"
cmpjwmnu000adw2rw5u6da9h5,GET,/api/v1/etapas,/api/v1/etapas/,200,10.18,"2026-05-24 15:00:30.875","2026-05-24 15:00:30.885",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.888"
cmpjwmnu500aew2rwdh0mw760,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.13,"2026-05-24 15:00:30.887","2026-05-24 15:00:30.890",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.893"
cmpjwmnub00afw2rwyu6i9jxw,GET,/api/v1/pecas,/api/v1/pecas/,200,4.68,"2026-05-24 15:00:30.892","2026-05-24 15:00:30.896",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.899"
cmpjwmnuh00agw2rwc8jydiyn,GET,/api/v1/relatorios,/api/v1/relatorios/,200,5.14,"2026-05-24 15:00:30.898","2026-05-24 15:00:30.903",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.906"
cmpjwmnun00ahw2rw5aqpb9he,GET,/api/v1/testes,/api/v1/testes/,200,4.48,"2026-05-24 15:00:30.905","2026-05-24 15:00:30.909",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.912"
cmpjwmnv100aiw2rw84s15vp1,POST,/api/v1/pecas,/api/v1/pecas/,201,11.19,"2026-05-24 15:00:30.911","2026-05-24 15:00:30.923",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.925"
cmpjwmnve00ajw2rwdrs3bvl1,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,10.95,"2026-05-24 15:00:30.924","2026-05-24 15:00:30.935",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.938"
cmpjwmnvh00akw2rw6t1bs8hl,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.14,"2026-05-24 15:00:30.937","2026-05-24 15:00:30.939",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.941"
cmpjwmnvp00alw2rwcw8p71jn,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.38,"2026-05-24 15:00:30.940","2026-05-24 15:00:30.947",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.949"
cmpjwmnw400amw2rwykr4wdf8,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,13.78,"2026-05-24 15:00:30.948","2026-05-24 15:00:30.962",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.965"
cmpjwmnwb00anw2rwa2ybt202,GET,/api/v1/etapas,/api/v1/etapas/,200,5.62,"2026-05-24 15:00:30.963","2026-05-24 15:00:30.969",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.971"
cmpjwmnwf00aow2rwmi8ozkhj,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.07,"2026-05-24 15:00:30.970","2026-05-24 15:00:30.973",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.976"
cmpjwmnwk00apw2rwq2ckkns0,GET,/api/v1/pecas,/api/v1/pecas/,200,3.64,"2026-05-24 15:00:30.974","2026-05-24 15:00:30.978",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.981"
cmpjwmnwq00aqw2rw4gcub044,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.58,"2026-05-24 15:00:30.980","2026-05-24 15:00:30.984",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.987"
cmpjwmnwv00arw2rwr49g7dbm,GET,/api/v1/testes,/api/v1/testes/,200,2.72,"2026-05-24 15:00:30.986","2026-05-24 15:00:30.988",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:30.991"
cmpjwmnx700asw2rwuz3g9n1g,POST,/api/v1/pecas,/api/v1/pecas/,201,9.95,"2026-05-24 15:00:30.990","2026-05-24 15:00:31.000",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.003"
cmpjwmnxk00atw2rwnpwizbn7,PATCH,/api/v1/pecas/21,/api/v1/pecas/:id,200,11.26,"2026-05-24 15:00:31.003","2026-05-24 15:00:31.014",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.017"
cmpjwmnxp00auw2rwzy91o3s6,GET,/api/v1/pecas/21,/api/v1/pecas/:id,200,2.85,"2026-05-24 15:00:31.015","2026-05-24 15:00:31.018",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.021"
cmpjwmnxx00avw2rwpk3qrs20,DELETE,/api/v1/pecas/21,/api/v1/pecas/:id,204,6.2,"2026-05-24 15:00:31.020","2026-05-24 15:00:31.026",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.029"
cmpjwmnyd00aww2rwvgup7sc4,GET,/api/v1/aeronaves,/api/v1/aeronaves/,200,15.42,"2026-05-24 15:00:31.028","2026-05-24 15:00:31.043",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.046"
cmpjwmnyo00axw2rwors7dehp,GET,/api/v1/etapas,/api/v1/etapas/,200,6.79,"2026-05-24 15:00:31.047","2026-05-24 15:00:31.054",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.056"
cmpjwmnyt00ayw2rwtg4sdn4a,GET,/api/v1/funcionarios,/api/v1/funcionarios/,200,3.92,"2026-05-24 15:00:31.055","2026-05-24 15:00:31.059",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.062"
cmpjwmnz000azw2rw39mkba8z,GET,/api/v1/pecas,/api/v1/pecas/,200,5,"2026-05-24 15:00:31.060","2026-05-24 15:00:31.065",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.068"
cmpjwmnz700b0w2rwggcd4hqe,GET,/api/v1/relatorios,/api/v1/relatorios/,200,4.92,"2026-05-24 15:00:31.067","2026-05-24 15:00:31.072",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.075"
cmpjwmnzc00b1w2rw36995zw5,GET,/api/v1/testes,/api/v1/testes/,200,4.17,"2026-05-24 15:00:31.074","2026-05-24 15:00:31.078",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.081"
cmpjwmnzp00b2w2rw014uebp5,POST,/api/v1/pecas,/api/v1/pecas/,201,11.11,"2026-05-24 15:00:31.080","2026-05-24 15:00:31.091",::ffff:127.0.0.1,"Apache-HttpClient/4.5.14 (Java/21.0.11)","2026-05-24 15:00:31.094"
